config,cpu_freq_khz,gpu_clk,engine,avg_cpu_dram_w,avg_cpu_pkg_w,avg_gpu_util,avg_ms,avg_power_w,avg_s,benchmark,cpu_energy_j,elapsed_s,energy_j,gpu_energy_j,max_gpu_util,max_mem_mb,max_power_w,min_ms,min_s,n_reps,num_samples,num_steady_samples,query,run_id,sf,status,storage
cpu_low,1800000,auto,sirius,1.8,53.8,9.0,,51.2,0.0131,tpch,0.65,13.48,,0.61,9,461,51.2,,0.0120,770,128,2,q13,tpch_sf2_q13,2,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,3.5,,56.4,0.0074,tpch,0.27,21.47,,0.28,9,15841,63.3,,0.0050,1112,208,179,q14,tpch_sf2_q14,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,5.9,,58.7,0.0098,tpch,0.38,20.73,,0.41,10,15841,60.8,,0.0070,770,201,91,q15,tpch_sf2_q15,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,26.9,,67.2,0.0145,tpch,0.43,17.55,,0.54,46,15841,70.6,,0.0080,323,169,47,q16,tpch_sf2_q16,2,OK,
cpu_low,1800000,auto,sirius,1.8,54.2,12.6,,70.6,0.0102,tpch,0.38,19.66,,0.49,33,15841,80.5,,0.0070,625,189,74,q17,tpch_sf2_q17,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,36.0,,96.8,0.0154,tpch,0.75,20.46,,1.36,39,15841,104.6,,0.0140,477,198,81,q18,tpch_sf2_q18,2,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,6.6,,57.7,0.0113,tpch,0.43,21.11,,0.46,44,15841,70.4,,0.0080,589,204,181,q19,tpch_sf2_q19,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,8.9,,59.6,0.0152,tpch,0.70,20.93,,0.77,13,15841,60.9,,0.0130,500,203,81,q20,tpch_sf2_q20,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,14.3,,71.3,0.0186,tpch,0.81,19.08,,1.07,27,15841,77.3,,0.0150,313,182,66,q21,tpch_sf2_q21,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,3.6,,56.1,0.0118,tpch,0.54,21.41,,0.56,5,15841,57.7,,0.0100,715,207,87,q22,tpch_sf2_q22,2,OK,
gpu_low,4000000,210,maximus_gpu,1.8,105.3,100.0,20.9,32.5,,h2o,2.1,42.39,0.6,,100,3447,32.7,20,,477,258,226,q1,h2o_sf1gb_q1,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,100.0,31.2,32.3,,h2o,3.3,33.40,1.0,,100,3447,32.6,31,,323,210,177,q2,h2o_sf1gb_q2,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.0,85.4,30.2,31.2,,h2o,3.1,34.21,0.9,,100,3648,34.2,30,,334,202,202,q3,h2o_sf1gb_q3,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,89.7,23.8,30.5,,h2o,2.4,38.89,0.7,,100,3648,32.8,23,,417,243,243,q4,h2o_sf1gb_q4,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.6,88.5,28.4,31.3,,h2o,3.0,35.65,0.9,,100,3648,34.2,28,,358,206,206,q5,h2o_sf1gb_q5,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.7,80.7,1450.6,29.8,,h2o,150.6,13.99,42.8,,100,3665,34.2,1438,,7,142,142,q6,h2o_sf1gb_q6,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,87.1,32.2,30.9,,h2o,3.4,32.76,1.0,,100,3648,33.9,32,,313,191,190,q7,h2o_sf1gb_q7,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,100.0,50.2,32.4,,h2o,5.2,25.82,1.6,,100,3447,32.8,49,,200,171,139,q9,h2o_sf1gb_q9,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,86.5,70.3,31.0,,h2o,7.3,22.35,2.1,,100,3648,34.5,69,,143,176,174,q10,h2o_sf1gb_q10,1gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.9,40.1,32.5,,h2o,4.1,44.87,1.3,,100,6559,32.9,39,,250,287,256,q1,h2o_sf2gb_q1,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.1,86.4,61.3,30.0,,h2o,6.3,34.49,1.8,,100,6559,32.8,60,,164,202,200,q2,h2o_sf2gb_q2,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.5,99.7,59.2,33.5,,h2o,6.0,35.66,1.9,,100,6561,34.3,57,,173,211,183,q3,h2o_sf2gb_q3,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.1,90.8,45.4,30.5,,h2o,4.7,40.94,1.4,,100,6559,33.0,45,,218,257,257,q4,h2o_sf2gb_q4,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,90.9,55.4,31.4,,h2o,5.7,36.16,1.7,,100,6561,34.4,54,,179,217,215,q5,h2o_sf2gb_q5,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,103.6,100.0,2996.5,33.8,,h2o,309.0,16.62,100.7,,100,6557,35.3,2982,,4,163,124,q6,h2o_sf2gb_q6,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.4,88.1,61.9,30.8,,h2o,6.4,34.13,1.9,,100,6561,34.0,61,,162,200,200,q7,h2o_sf2gb_q7,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,81.7,97.5,28.9,,h2o,10.2,27.23,2.8,,100,6559,32.8,97,,104,143,142,q9,h2o_sf2gb_q9,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.1,99.8,132.4,33.3,,h2o,13.8,23.96,4.4,,100,6561,34.3,131,,77,157,127,q10,h2o_sf2gb_q10,2gb,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.0,99.7,74.8,32.0,,tpch,7.8,27.91,2.4,,100,6565,32.8,74,,136,170,138,q1,tpch_sf1_q1,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.5,94.2,20.1,26.1,,tpch,2.0,24.08,0.5,,96,3451,30.0,19,,500,207,178,q2,tpch_sf1_q2,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.6,99.6,32.1,31.5,,tpch,3.3,53.08,1.0,,100,6565,32.0,32,,313,351,311,q3,tpch_sf1_q3,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.0,99.7,19.1,32.4,,tpch,2.0,77.67,0.6,,100,6563,32.6,19,,527,388,342,q4,tpch_sf1_q4,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.8,99.3,28.2,32.1,,tpch,2.9,58.98,0.9,,100,6563,32.6,28,,358,398,368,q5,tpch_sf1_q5,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.8,94.6,9.3,31.8,,tpch,0.8,138.64,0.3,,100,6561,33.0,8,,1250,663,662,q6,tpch_sf1_q6,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.2,24.2,31.9,,tpch,2.5,66.08,0.8,,100,6563,32.4,24,,417,391,353,q7,tpch_sf1_q7,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,92.4,21.2,31.2,,tpch,2.2,75.19,0.7,,100,6563,32.7,21,,477,443,441,q8,tpch_sf1_q8,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.6,45.9,32.2,,tpch,4.7,45.54,1.4,,100,6565,32.5,45,,223,263,228,q9,tpch_sf1_q9,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.3,19.1,32.1,,tpch,2.0,79.65,0.6,,100,6565,32.6,19,,527,401,370,q10,tpch_sf1_q10,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.8,97.5,25.9,31.9,,tpch,2.6,20.72,0.8,,98,3453,32.6,25,,400,174,143,q11,tpch_sf1_q11,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,99.3,17.1,32.5,,tpch,1.8,85.46,0.6,,100,6563,32.8,17,,589,444,404,q12,tpch_sf1_q12,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.3,99.4,170.2,33.4,,tpch,17.6,15.69,5.6,,100,3453,34.0,169,,60,159,120,q13,tpch_sf1_q13,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,93.0,11.9,31.4,,tpch,1.2,99.43,0.3,,100,6561,32.8,11,,834,457,455,q14,tpch_sf1_q14,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.1,98.4,12.0,32.4,,tpch,1.2,105.57,0.4,,100,6567,32.8,11,,910,495,457,q15,tpch_sf1_q15,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.0,99.9,230.2,24.8,,tpch,23.7,15.05,5.7,,100,3449,31.0,228,,44,172,142,q16,tpch_sf1_q16,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.3,91.2,24.4,30.6,,tpch,2.2,64.64,0.6,,100,6565,31.9,21,,477,507,507,q17,tpch_sf1_q17,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.6,87.3,49.3,30.3,,tpch,5.1,39.71,1.5,,100,6565,32.7,49,,205,246,246,q18,tpch_sf1_q18,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.3,80.7,229.8,30.2,,tpch,23.8,18.94,6.9,,100,6561,34.5,228,,44,155,155,q19,tpch_sf1_q19,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.7,93.7,33.2,30.2,,tpch,3.4,50.03,1.0,,100,6563,32.4,32,,304,342,342,q20,tpch_sf1_q20,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.6,83.0,816.9,29.6,,tpch,84.5,16.64,23.9,,100,12791,34.5,808,,13,140,140,q21,tpch_sf1_q21,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.7,85.3,10.1,29.0,,tpch,1.0,40.08,0.3,,100,3648,31.3,10,,1000,291,289,q22,tpch_sf1_q22,1,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.8,99.4,148.9,32.4,,tpch,15.5,29.22,4.8,,100,12789,34.2,148,,68,176,146,q1,tpch_sf2_q1,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.4,87.5,24.2,27.1,,tpch,2.4,31.20,0.6,,100,6563,33.8,23,,417,276,276,q2,tpch_sf2_q2,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.8,92.7,52.3,30.5,,tpch,5.5,63.54,1.6,,100,12789,33.8,52,,193,326,324,q3,tpch_sf2_q3,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.4,99.9,36.2,32.6,,tpch,3.8,82.81,1.2,,100,12787,34.2,36,,278,389,350,q4,tpch_sf2_q4,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,91.3,56.3,31.0,,tpch,5.9,60.15,1.7,,100,12787,34.3,56,,179,321,321,q5,tpch_sf2_q5,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.3,96.2,15.3,32.1,,tpch,1.6,148.02,0.5,,100,12783,34.9,15,,667,715,711,q6,tpch_sf2_q6,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.0,99.0,42.3,32.3,,tpch,4.4,75.05,1.4,,100,12787,34.2,42,,239,373,338,q7,tpch_sf2_q7,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,93.4,39.4,31.2,,tpch,4.1,81.27,1.2,,100,12787,34.0,39,,257,402,402,q8,tpch_sf2_q8,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.1,92.3,81.6,30.7,,tpch,8.5,50.28,2.5,,100,12789,33.6,81,,124,296,295,q9,tpch_sf2_q9,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.7,34.2,32.5,,tpch,3.6,88.87,1.1,,100,12789,32.8,34,,295,429,373,q10,tpch_sf2_q10,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,91.9,45.6,32.5,,tpch,4.6,22.79,1.4,,100,6565,34.2,44,,228,189,159,q11,tpch_sf2_q11,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.5,94.7,30.3,31.3,,tpch,3.2,96.40,0.9,,100,12787,33.5,30,,334,446,444,q12,tpch_sf2_q12,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,99.9,341.1,33.5,,tpch,35.6,16.88,11.4,,100,6565,34.0,339,,30,167,124,q13,tpch_sf2_q13,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.5,19.1,32.5,,tpch,2.0,123.61,0.6,,100,12783,32.8,19,,527,575,529,q14,tpch_sf2_q14,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,99.9,18.3,32.7,,tpch,1.9,126.46,0.6,,100,12789,33.1,18,,556,605,555,q15,tpch_sf2_q15,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,83.4,263.6,26.1,,tpch,27.4,16.89,6.8,,100,6561,34.6,261,,39,167,166,q16,tpch_sf2_q16,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.7,99.9,34.2,32.2,,tpch,3.5,76.03,1.1,,100,12791,32.6,33,,295,345,301,q17,tpch_sf2_q17,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.4,90.4,93.6,30.4,,tpch,9.8,42.43,2.8,,100,12789,34.4,93,,108,239,237,q18,tpch_sf2_q18,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,99.7,456.0,33.8,,tpch,47.8,20.31,15.4,,100,12783,34.7,454,,22,158,115,q19,tpch_sf2_q19,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.2,86.3,54.4,30.4,,tpch,5.7,59.53,1.6,,100,12787,33.8,54,,186,302,301,q20,tpch_sf2_q20,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,105.4,100.0,1684.3,33.4,,tpch,175.7,17.21,55.7,,100,14347,34.9,1667,,6,141,79,q21,tpch_sf2_q21,2,OK,gpu
gpu_low,4000000,210,maximus_gpu,1.8,104.9,86.0,15.4,29.9,,tpch,1.5,51.88,0.4,,100,6565,34.0,14,,715,359,359,q22,tpch_sf2_q22,2,OK,gpu
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q0,clickbench_sf5_q0,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q1,clickbench_sf5_q1,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q10,clickbench_sf5_q10,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q11,clickbench_sf5_q11,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q12,clickbench_sf5_q12,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q13,clickbench_sf5_q13,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q14,clickbench_sf5_q14,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q15,clickbench_sf5_q15,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q16,clickbench_sf5_q16,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q17,clickbench_sf5_q17,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q18,clickbench_sf5_q18,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q19,clickbench_sf5_q19,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q2,clickbench_sf5_q2,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q20,clickbench_sf5_q20,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q21,clickbench_sf5_q21,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q22,clickbench_sf5_q22,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q23,clickbench_sf5_q23,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q24,clickbench_sf5_q24,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q25,clickbench_sf5_q25,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q26,clickbench_sf5_q26,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q27,clickbench_sf5_q27,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q28,clickbench_sf5_q28,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q29,clickbench_sf5_q29,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q3,clickbench_sf5_q3,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q30,clickbench_sf5_q30,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q31,clickbench_sf5_q31,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q32,clickbench_sf5_q32,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q33,clickbench_sf5_q33,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q34,clickbench_sf5_q34,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q35,clickbench_sf5_q35,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q36,clickbench_sf5_q36,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q37,clickbench_sf5_q37,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q38,clickbench_sf5_q38,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q39,clickbench_sf5_q39,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q4,clickbench_sf5_q4,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q40,clickbench_sf5_q40,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q41,clickbench_sf5_q41,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q42,clickbench_sf5_q42,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q5,clickbench_sf5_q5,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q6,clickbench_sf5_q6,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q7,clickbench_sf5_q7,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q8,clickbench_sf5_q8,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q9,clickbench_sf5_q9,5,FAIL,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q0,clickbench_sf5_q0,5,OK,
gpu_low,4000000,210,sirius,1.8,108.1,33.6,,21.2,0.0016,clickbench,0.11,12.50,,0.02,100,15841,25.7,,0.0010,5000,145,140,q1,clickbench_sf5_q1,5,OK,
gpu_low,4000000,210,sirius,1.8,107.4,67.2,,22.3,0.0245,clickbench,0.32,17.59,,0.07,100,15841,26.9,,0.0030,352,191,146,q10,clickbench_sf5_q10,5,OK,
gpu_low,4000000,210,sirius,1.8,106.6,58.4,,21.6,0.0373,clickbench,0.32,18.56,,0.06,100,15841,27.5,,0.0030,254,202,202,q11,clickbench_sf5_q11,5,OK,
gpu_low,4000000,210,sirius,1.8,108.1,49.0,,23.3,0.0187,clickbench,0.76,18.69,,0.16,100,15841,30.7,,0.0070,500,189,189,q12,clickbench_sf5_q12,5,OK,
gpu_low,4000000,210,sirius,1.8,105.8,75.3,,24.3,0.3884,clickbench,40.95,14.67,,9.42,100,15797,28.4,,0.3870,26,161,159,q13,clickbench_sf5_q13,5,OK,
gpu_low,4000000,210,sirius,1.8,107.0,69.0,,25.2,0.0192,clickbench,0.75,18.51,,0.18,100,15841,31.1,,0.0070,478,186,146,q14,clickbench_sf5_q14,5,OK,
gpu_low,4000000,210,sirius,1.8,110.4,32.2,,19.8,0.0336,clickbench,3.42,11.38,,0.61,100,15841,32.2,,0.0310,626,113,113,q15,clickbench_sf5_q15,5,OK,
gpu_low,4000000,210,sirius,1.8,107.0,45.1,,21.7,0.0661,clickbench,6.96,14.25,,1.41,100,15841,32.4,,0.0650,304,142,139,q16,clickbench_sf5_q16,5,OK,
gpu_low,4000000,210,sirius,1.8,109.5,53.9,,23.2,0.0500,clickbench,5.26,12.54,,1.11,100,15841,33.2,,0.0480,410,121,82,q17,clickbench_sf5_q17,5,OK,
gpu_low,4000000,210,sirius,1.8,106.1,63.4,,26.2,0.1249,clickbench,13.15,17.84,,3.25,100,15841,33.4,,0.1240,160,163,124,q18,clickbench_sf5_q18,5,OK,
gpu_low,4000000,210,sirius,1.8,105.6,51.7,,25.0,0.0041,clickbench,0.32,14.66,,0.08,100,15841,28.9,,0.0030,2500,155,153,q19,clickbench_sf5_q19,5,OK,
gpu_low,4000000,210,sirius,1.8,103.7,18.6,,17.6,0.0029,clickbench,0.21,13.98,,0.04,67,15807,22.5,,0.0020,10002,142,105,q2,clickbench_sf5_q2,5,OK,
gpu_low,4000000,210,sirius,1.8,107.0,89.4,,31.9,0.0610,clickbench,6.42,14.71,,1.91,99,15841,32.9,,0.0600,164,131,87,q20,clickbench_sf5_q20,5,OK,
gpu_low,4000000,210,sirius,1.8,107.0,88.9,,31.9,0.0700,clickbench,7.17,14.89,,2.14,99,15841,32.7,,0.0670,141,135,89,q21,clickbench_sf5_q21,5,OK,
gpu_low,4000000,210,sirius,1.8,106.9,98.4,,29.0,0.1938,clickbench,14.75,14.97,,4.00,100,15841,32.4,,0.1380,49,145,94,q22,clickbench_sf5_q22,5,OK,
gpu_low,4000000,210,sirius,1.8,106.1,66.6,,26.4,0.0634,clickbench,6.37,15.00,,1.58,100,15841,32.6,,0.0600,152,142,142,q23,clickbench_sf5_q23,5,OK,
gpu_low,4000000,210,sirius,1.8,105.6,57.6,,25.1,0.0139,clickbench,1.06,12.81,,0.25,100,15841,30.0,,0.0100,589,127,123,q24,clickbench_sf5_q24,5,OK,
gpu_low,4000000,210,sirius,1.8,104.8,99.3,,26.5,0.3148,clickbench,32.82,14.50,,8.29,100,15823,27.9,,0.3130,32,160,117,q25,clickbench_sf5_q25,5,OK,
gpu_low,4000000,210,sirius,1.8,107.4,97.1,,26.6,0.1063,clickbench,0.75,11.58,,0.19,100,15841,28.4,,0.0070,66,123,79,q26,clickbench_sf5_q26,5,OK,
gpu_low,4000000,210,sirius,1.8,108.3,96.9,,32.0,0.0730,clickbench,3.14,11.37,,0.93,100,15841,32.7,,0.0290,89,92,44,q27,clickbench_sf5_q27,5,OK,
gpu_low,4000000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q28,clickbench_sf5_q28,5,FALLBACK,
gpu_low,4000000,210,sirius,1.8,108.2,39.5,,18.7,0.0480,clickbench,5.09,12.62,,0.88,100,15841,23.3,,0.0470,426,136,92,q29,clickbench_sf5_q29,5,OK,
gpu_low,4000000,210,sirius,1.8,104.0,16.3,,17.7,0.0043,clickbench,0.31,14.06,,0.05,100,15787,23.5,,0.0030,10002,144,144,q3,clickbench_sf5_q3,5,OK,
gpu_low,4000000,210,sirius,1.8,105.0,55.5,,23.8,0.0128,clickbench,0.74,10.52,,0.17,89,15841,29.5,,0.0070,455,107,103,q30,clickbench_sf5_q30,5,OK,
gpu_low,4000000,210,sirius,1.8,108.2,60.2,,25.1,0.0141,clickbench,0.76,20.06,,0.18,91,15841,30.5,,0.0070,742,201,164,q31,clickbench_sf5_q31,5,OK,
gpu_low,4000000,210,sirius,1.8,107.5,53.4,,24.1,0.1310,clickbench,13.98,17.95,,3.13,100,15841,33.1,,0.1300,154,158,158,q32,clickbench_sf5_q32,5,OK,
gpu_low,4000000,210,sirius,1.8,106.8,67.2,,25.0,0.1318,clickbench,13.99,19.43,,3.28,100,15841,31.6,,0.1310,154,174,134,q33,clickbench_sf5_q33,5,OK,
gpu_low,4000000,210,sirius,1.8,106.8,51.4,,25.3,0.1372,clickbench,14.52,19.73,,3.44,100,15841,31.6,,0.1360,148,184,143,q34,clickbench_sf5_q34,5,OK,
gpu_low,4000000,210,sirius,1.8,104.1,42.2,,22.3,0.0683,clickbench,6.87,13.69,,1.47,100,15841,33.8,,0.0660,296,129,129,q35,clickbench_sf5_q35,5,OK,
gpu_low,4000000,210,sirius,1.8,106.5,51.1,,24.6,0.0454,clickbench,3.62,12.61,,0.83,100,15841,31.8,,0.0340,170,103,103,q36,clickbench_sf5_q36,5,OK,
gpu_low,4000000,210,sirius,1.8,106.0,49.4,,24.6,0.0485,clickbench,4.45,13.44,,1.03,100,15841,32.0,,0.0420,176,99,94,q37,clickbench_sf5_q37,5,OK,
gpu_low,4000000,210,sirius,1.8,106.2,71.3,,26.7,0.0081,clickbench,0.53,13.11,,0.13,76,15841,27.7,,0.0050,1000,142,93,q38,clickbench_sf5_q38,5,OK,
gpu_low,4000000,210,sirius,1.8,107.5,56.3,,22.7,0.0335,clickbench,0.32,10.27,,0.07,96,15841,30.2,,0.0030,141,101,98,q39,clickbench_sf5_q39,5,OK,
gpu_low,4000000,210,sirius,1.8,104.3,29.6,,20.4,0.0197,clickbench,1.88,10.29,,0.37,100,15841,31.6,,0.0180,1054,102,64,q4,clickbench_sf5_q4,5,OK,
gpu_low,4000000,210,sirius,1.8,105.2,56.2,,24.4,0.0095,clickbench,0.63,13.37,,0.15,100,15841,28.4,,0.0060,910,142,142,q40,clickbench_sf5_q40,5,OK,
gpu_low,4000000,210,sirius,1.8,105.6,57.0,,24.9,0.0100,clickbench,0.74,13.72,,0.17,100,15841,29.0,,0.0070,910,143,143,q41,clickbench_sf5_q41,5,OK,
gpu_low,4000000,210,sirius,1.8,105.7,53.8,,25.2,0.0137,clickbench,1.16,12.24,,0.28,100,15841,30.5,,0.0110,556,122,119,q42,clickbench_sf5_q42,5,OK,
gpu_low,4000000,210,sirius,1.8,105.0,98.6,,28.2,0.3621,clickbench,36.55,14.95,,9.82,100,15809,29.2,,0.3480,29,160,119,q5,clickbench_sf5_q5,5,OK,
